All 18 indicators in VNM are retained
missing_share %
Lending_Interest_Rate_Pct,0.22521008403361345
Remittances_Pct_GDP,0.11092436974789915
Unemployment_Pct,0.02857142857142857
Inflation_CPI_Pct,0.010084033613445379
FDI_Inflows_USD,0.0
Exports_USD,0.0
Imports_USD,0.0
GDP_Growth_Pct,0.0
Population,0.0
GNI_USD,0.0
GDP_Current_USD,0.0
Labor_Force_Total,0.0
Trade_Balance_USD,0.0
GDP_Per_Capita_USD,0.0
GDP_GNI_Gap_Pct,0.0
Economic_Openness_Pct,0.0
FDI_to_GDP_Pct,0.0
Labor_Participation_Rate_Pct,0.0
